NO,Customer_ID,Response,Sex,Age,Card_type,Shopping,Cashing,ETC,Card_contraction,Card_grade,Job,On_the_job,marriage,questionnaire1,questionnaire2,questionnaire3,questionnaire4,questionnaire5,expiration_date,onlineservice_avg_mon,cashing_avg_mon,food_avg_mon,speciality_avg_mon,general_avg_mon,network_avg_mon,onlineshopping_avg_mon,beauty_avg_mon,amusement_avg_mon,travel_avg_mon,onlineservice_avg_lmon,cashing_avg_lmon,food_avg_lmon,speciality_avg_lmon,general_avg_lmon,network_avg_lmon,onlineshopping_avg_lmon,beauty_avg_lmon,amusement_avg_lmon,travel_avg_lmon,shopping_avg,cashing_avg,ETC_avg,shopping_rec,cashing_rec,ETC_rec,No_records,max_used_date,min_used_date,No_function,No_member_store_use,No_category_use,max_charge,min_charge,avg_charge,charge_avg_per_mon,charge_lmon,charge_Monday,charge_Tuesday,charge_Wednesday,charge_Friday,charge_Thursday,charge_Saturday,charge_Sunday,generation,contraction_year,contraction_mon,contraction_day,contraction_day_JP
946,80103640,no reply,M,14,original,1,1,0,2003/01/04,gold card(superior),student,not working,unmarried,0,0,0,0,0,2019/01/16,,,,2890,3330,,,,,6445,,,,2890,3330,,,,,7080,4010,,7080,2890,,7080,4,2011/12/01,2010/02/01,2,4,3,7080,2890,4777,4777,2890,5810,,,,2890,7080,3330,10s,2003,1,7,Saturday
947,80103730,no reply,M,38,affiliated card B,1,1,1,2003/01/13,gold card(superior),doctor,working,unmarried,0,0,0,0,0,2019/01/16,31486,81855,,91250,43870,58960,18980,,,142402,12890,90370,,91250,43870,58960,18980,,,2010,43931.4,81855,142403,58960,90370,2010,13,2012/10/01,2010/01/01,3,9,7,343060,2010,80064,94621,58960,58960,,88410,43870,187550,79390,582660,30s,2003,1,2,Monday
948,80103803,no reply,M,41,affiliated card A,1,0,1,2003/03/09,silver card,general payer3,working,married,0,0,0,0,0,2019/03/16,,58386,,28855,,,,,,25740,,11900,,32260,,,,,,47830,28855,58386.7,25740,32260,11900,47830,7,2012/10/01,2010/04/01,3,4,3,143340,3650,40621,47391,47830,47830,35910,,,188710,,11900,40s,2003,3,1,Sunday
949,80103828,no reply,F,57,original,1,0,0,2003/02/10,silver card,,not working,married,0,0,0,0,0,2019/02/16,26230,3960,3900,,69360,,,,,18650,26230,3960,3900,,69360,,,,,18650,33163.3,3960,18650,69360,3960,18650,5,2012/03/01,2010/08/01,3,5,5,69360,3900,24420,24420,69360,,,30190,,73260,,18650,50s,2003,2,2,Monday
950,80103862,no reply,M,18,original,1,1,0,2003/02/22,silver card,student,not working,unmarried,0,0,0,0,0,2019/02/16,,,,4500,4130,,,,,3910,,,,4500,4130,,,,,3910,4315,,3910,4500,,3910,3,2011/08/01,2011/04/01,2,3,3,4500,3910,4180,4180,4500,4500,,,8040,,,,10s,2003,2,7,Saturday
951,80103895,no reply,M,35,affiliated card A,1,1,0,2003/03/03,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,41396,,48690,,11320,,,,24040,,63470,,48690,,11320,,,,24040,30005,41396.7,24040,11320,63470,24040,7,2012/11/01,2010/10/01,3,5,4,63470,5410,29748,41648,63470,,,35360,48690,93840,,30350,30s,2003,3,2,Monday
952,80103968,no reply,F,32,affiliated card C,0,0,1,2003/02/23,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,3320,72750,,23423,,,3360,,,61398,3320,72750,,51690,,,3360,,,36740,15390,72750,61398,51690,72750,36740,11,2012/11/01,2010/07/01,3,7,5,153510,3320,41517,41517,36740,3750,11440,51690,100250,63300,153510,72750,30s,2003,2,1,Sunday
953,80103986,no reply,M,35,affiliated card B,1,1,0,2003/01/26,silver card (classic),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,,17970,,10285,,,,,,28120,,4560,,9830,,,,,,8370,9646.67,17970,47870,9830,4560,47870,7,2012/10/01,2010/03/01,3,5,3,47870,4560,18674,18674,9830,57700,39080,,21010,,8370,4560,30s,2003,1,1,Sunday
954,80104892,no reply,F,54,original,1,0,1,2003/04/10,silver card,lawyer,working,unmarried,0,0,0,0,0,2019/04/16,,56586,28440,31320,,,,,,13480,,2090,51440,18900,,,,,,21160,29880,56586.7,13480,18900,2090,21160,9,2012/11/01,2010/06/01,3,5,4,126150,2090,35137,35137,2090,24700,43740,126150,21160,49050,51440,,50s,2003,4,5,Thursday
955,80105058,no reply,F,29,original,1,0,0,2003/03/18,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,,,16000,2910,,,,,19990,,,,16000,2910,,,,,19990,9455,,19990,2910,,19990,3,2012/10/01,2010/04/01,2,3,3,19990,2910,12966,12966,19990,19990,2910,,,16000,,,20s,2003,3,3,Tuesday
956,80105324,reply,M,17,original,0,0,0,2003/02/16,loyal card,student,not working,unmarried,3,2,4,3,1,2019/02/16,,,,2515,,,,,,2110,,,,2950,,,,,,2110,2515,,2110,2950,,2110,3,2011/03/01,2010/03/01,2,3,2,2950,2080,2380,2380,2110,2080,2110,,,2950,,,10s,2003,2,1,Sunday
957,80105419,no reply,M,29,affiliated card A,0,0,1,2003/02/04,silver card,part time job,working,unmarried,0,0,0,0,0,2019/02/16,,10265,,2210,12060,,,,,2700,,12250,,2210,12060,,,,,2700,7135,10265,2700,2210,12250,2700,5,2012/10/01,2010/12/01,3,4,4,12250,2210,7500,7500,2210,2210,12060,14950,,,,8280,20s,2003,2,3,Tuesday
958,80105436,no reply,M,40,affiliated card A,1,1,0,2003/02/12,silver card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/02/16,,23200,39805,126440,,,,,,53110,,43340,73130,173270,,,,,,45000,83122.5,23200,53110,73130,43340,45000,9,2012/11/01,2010/11/01,3,4,4,173270,3060,59802,67277,73130,266460,,79610,30680,73130,43340,45000,40s,2003,2,4,Wednesday
959,80105521,no reply,F,39,affiliated card C,1,1,0,2003/01/26,gold card(superior),part time job,working,unmarried,0,0,0,0,0,2019/01/16,12790,2740,,8510,14370,,,,,,12790,2740,,8510,14370,,,,,,17835,2740,,12790,2740,,5,2011/01/01,2010/08/01,2,5,4,14370,2540,7682,12803,12790,2740,,,,,12790,22880,30s,2003,1,1,Sunday
960,80105599,no reply,F,53,affiliated card A,0,1,1,2003/01/14,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,12220,23206,,14160,28850,,,3720,,42510,12220,31200,,14160,28850,,,3720,,42510,14737.5,23206.7,42510,14160,31200,42510,8,2012/10/01,2010/01/01,3,6,6,42510,3720,21385,28513,31200,34920,77160,,28850,,,30150,50s,2003,1,3,Tuesday
961,80105809,no reply,F,43,affiliated card B,1,0,0,2003/01/19,gold card(superior),doctor,working,unmarried,0,0,0,0,0,2019/01/16,,,,,62160,,,,,,,,,,62160,,,,,,62160,,,62160,,,1,2011/08/01,2011/08/01,1,1,1,62160,62160,62160,62160,62160,62160,,,,,,,40s,2003,1,1,Sunday
962,80105882,no reply,F,14,affiliated card C,1,1,0,2003/03/06,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,3670,,,2920,2820,,,,,,3670,,,2920,2820,,,,,,3136.67,,,3670,,,3,2012/06/01,2010/10/01,1,3,3,3670,2820,3136,3136,3670,,,,6590,2820,,,10s,2003,3,5,Thursday
963,80105922,reply,F,39,original,0,0,0,2003/03/09,platinum loyal card,general payer3,working,unmarried,5,5,1,5,5,2019/03/16,,40110,,27650,13530,,,,,,,42740,,8820,28470,,,,,,21598.6,40110,,28470,42740,,9,2012/11/01,2010/08/01,2,8,3,73870,4200,25712,25712,28470,73870,37480,23590,7920,71210,4200,13140,30s,2003,3,1,Sunday
964,80106010,no reply,M,43,original,1,1,0,2003/02/23,silver card,doctor,working,unmarried,0,0,0,0,0,2019/02/16,,44280,,,,,,,,,,44280,,,,,,,,,,44280,,,44280,,1,2012/03/01,2012/03/01,1,1,1,44280,44280,44280,44280,44280,,,,,44280,,,40s,2003,2,1,Sunday
965,80106082,no reply,M,16,affiliated card A,1,1,0,2003/04/08,gold card,student,not working,unmarried,0,0,0,0,0,2019/04/16,,2893,,2355,,,,,,4480,,4020,,2530,,,,,,4480,2355,2893.33,4480,2530,4020,4480,6,2012/11/01,2010/11/01,3,3,3,4480,2020,2978,3574,7010,2640,2020,,4020,9190,,,10s,2003,4,3,Tuesday
966,80106143,no reply,F,24,original,0,0,0,2003/01/09,silver card (classic),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,,24285,18625,7780,83766,,,,,11250,,31950,24850,7780,34130,,,,,11250,59266,24285,11250,34130,31950,11250,11,2012/11/01,2010/01/01,3,6,5,188980,5920,36792,40472,34130,40590,11850,,196760,123570,,31950,20s,2003,1,5,Thursday
967,80106197,no reply,F,36,affiliated card C,1,0,0,2003/03/17,silver card,,not working,married,0,0,0,0,0,2019/03/16,,28462,7810,37766,11518,,10030,10280,,61360,,16000,7810,54870,13570,,10030,10280,,61360,19901,28462,61360,13570,16000,61360,17,2012/11/01,2010/03/01,3,10,7,61360,3410,23687,28762,13570,56760,77970,31610,54270,116920,10280,54870,30s,2003,3,2,Monday
968,80106383,no reply,F,36,affiliated card A,1,0,1,2003/03/17,gold card,,not working,married,0,0,0,0,0,2019/03/16,,8790,,3120,21205,,,,,7060,,8790,,3120,4040,,,,,7060,15176.7,8790,7060,4040,8790,7060,6,2012/11/01,2011/02/01,3,6,4,26080,3120,10230,15345,8790,,3120,11100,,8790,,38370,30s,2003,3,2,Monday
969,80106470,no reply,M,39,original,0,1,0,2003/01/13,silver card (classic),doctor,working,unmarried,0,0,0,0,0,2019/01/16,,18815,,,,,,,,13510,,22540,,,,,,,,21800,,18815,13510,,22540,21800,6,2012/09/01,2010/05/01,2,2,2,22540,5240,15278,15278,21800,,,,,,62970,28700,30s,2003,1,2,Monday
970,80106493,no reply,F,52,affiliated card B,1,1,1,2003/04/08,silver card,,not working,unmarried,0,0,0,0,0,2019/04/16,,26420,40400,20143,21840,2490,,16805,,3370,,26420,50880,49480,18370,2490,,8790,,3370,27437.3,26420,3370,58270,26420,3370,15,2012/08/01,2010/04/01,3,9,7,52070,2270,22106,27633,58270,28690,69250,66950,55440,52620,2620,56030,50s,2003,4,3,Tuesday
971,80106715,no reply,F,46,affiliated card C,0,1,0,2003/01/19,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,32000,,,,,,,,28783,,18790,,,,,,,,38750,,32000,28783.3,,18790,38750,5,2012/11/01,2011/12/01,2,2,2,45210,8510,30070,30070,38750,,,,,83960,,66390,40s,2003,1,1,Sunday
972,80106776,no reply,M,36,affiliated card C,1,0,0,2003/01/13,loyal(platinum)card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/01/16,,41355,,43385,66650,,,,,6090,,17750,,39970,87310,,,,,6090,55017.5,41355,6090,87310,17750,6090,7,2012/10/01,2010/02/01,3,5,4,87310,6090,44124,44124,87310,158360,45990,17750,,,39970,46800,30s,2003,1,2,Monday
973,80107004,no reply,F,32,affiliated card C,1,1,0,2003/01/28,loyal(platinum)card,,not working,married,0,0,0,0,0,2019/01/16,31860,22580,,47580,,,33720,63540,,,31860,22580,,54820,,,33720,63540,,,56070,22580,,54820,22580,,6,2012/09/01,2010/03/01,2,6,5,63540,22580,41143,49372,54820,74060,22580,,,,54820,95400,30s,2003,1,3,Tuesday
974,80107150,no reply,F,37,original,1,1,0,2003/04/05,gold card,,not working,married,0,0,0,0,0,2019/04/16,,3970,,31355,,,,,,,,3970,,46920,,,,,,,31355,3970,,46920,3970,,3,2012/10/01,2010/12/01,2,3,2,46920,3970,22226,22226,46920,46920,,15790,,,3970,,30s,2003,4,7,Saturday
975,80107204,no reply,M,32,original,1,1,0,2003/02/23,gold card,other,working,married,0,0,0,0,0,2019/02/16,23380,47970,,36177,,,,,,31773,23380,47970,,30220,,,,,,7460,33618,47970,31773.3,30220,47970,7460,9,2012/09/01,2010/07/01,3,6,4,102060,4210,34597,34597,30220,42130,102060,8220,4210,71350,30220,53190,30s,2003,2,1,Sunday
976,80107310,no reply,F,29,original,0,0,0,2003/02/16,silver card,,not working,married,0,0,0,0,0,2019/02/16,7855,6510,5380,,4910,,,,,,9420,6510,5380,,4910,,,,,,6500,6510,,5380,6510,,5,2012/09/01,2010/06/01,2,4,4,9420,4910,6502,6502,5380,,15710,11420,,,5380,,20s,2003,2,1,Sunday
977,80107324,no reply,F,39,affiliated card C,1,1,1,2003/03/16,silver card,,not working,married,0,0,0,0,0,2019/03/16,20560,14390,,,21980,,,32930,,19490,20560,14390,,,21980,,,32930,,19490,25156.7,14390,19490,32930,14390,19490,5,2012/01/01,2010/04/01,3,5,5,32930,14390,21870,27337,32930,,,21980,20560,33880,,32930,30s,2003,3,1,Sunday
978,80107619,no reply,F,37,affiliated card A,1,1,0,2003/03/07,silver card,,not working,married,0,0,0,0,0,2019/03/16,6650,5300,,33090,29730,26765,,,,21050,6650,6040,,33090,29730,6220,,,,23100,28400,5300,23100,36380,6040,23100,10,2012/10/01,2010/03/01,3,8,6,47310,3980,18100,22625,6040,53350,3980,,33090,12100,42100,36380,30s,2003,3,6,Friday
979,80107674,no reply,F,33,original,1,1,0,2003/01/19,silver card (classic),general payer3,working,married,0,0,0,0,0,2019/01/16,,16676,3110,12245,,,,,,75895,,7170,3110,13040,,,,,,90830,29607.5,16676.7,60960,90830,7170,60960,9,2012/10/01,2010/08/01,3,5,4,90830,3110,25491,28677,90830,90830,,24230,91040,7170,,16150,30s,2003,1,1,Sunday
980,80107738,no reply,M,57,original,1,0,0,2003/03/22,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,,44460,9210,113495,,,,,,47390,,44460,9210,32440,,,,,,110500,78733.3,44460,47390,9210,44460,110500,7,2012/10/01,2010/12/01,3,5,4,194550,3970,60404,84566,154960,158930,32440,194550,,36910,,,50s,2003,3,7,Saturday
981,80107776,reply,F,37,original,0,1,0,2003/04/07,platinum card,general payer3,working,unmarried,2,2,2,5,5,2019/04/16,,32213,,,,,,,,,,13980,,,,,,,,,,32213.3,,,13980,,3,2012/09/01,2010/09/01,1,1,1,73790,8870,32213,32213,13980,,,8870,73790,,13980,,30s,2003,4,2,Monday
982,80107792,no reply,F,37,original,1,0,1,2003/03/07,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,25625,,19050,24330,,,,,5830,,2190,,19050,24330,,,,,5830,21690,25625,5830,19050,2190,5830,5,2012/09/01,2011/03/01,3,4,4,49060,2190,20092,25115,19050,,5830,26520,49060,,19050,,30s,2003,3,6,Friday
983,80107834,no reply,F,46,affiliated card A,0,1,0,2003/03/10,gold card,,not working,married,0,0,0,0,0,2019/03/16,,23564,,13780,,,9945,,,,,14000,,13780,,,14810,,,,11223.3,23564,,14810,14000,,8,2012/08/01,2010/05/01,2,3,3,39190,5080,18936,21641,14000,39190,,46600,,13780,51920,,40s,2003,3,2,Monday
984,80107896,reply,M,37,original,1,1,1,2003/01/08,gold card(superior),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,,25765,22730,11420,,54080,,,,18747,,11570,22730,16040,,54080,,,,7070,27408,25765,12533.3,16040,11570,7070,11,2012/08/01,2010/01/01,3,7,5,54080,4590,20560,22617,16040,,51530,29910,25940,76810,4590,37390,30s,2003,1,4,Wednesday
985,80108057,reply,F,24,affiliated card B,1,1,0,2003/03/25,platinum loyal card,,not working,married,2,4,1,2,4,2019/03/16,,12870,,,,,,,,13810,,20110,,,,,,,,13810,,12870,13810,,20110,13810,3,2012/01/01,2010/09/01,2,2,2,20110,5630,13183,13183,20110,13810,,5630,,,,20110,20s,2003,3,3,Tuesday
986,80108196,no reply,F,42,affiliated card C,1,1,0,2003/01/31,gold card(superior),lawyer,working,unmarried,0,0,0,0,0,2019/01/16,,32435,,,25916,37060,,22930,,,,8760,,,24470,37060,,22930,,,34435,32435,,61530,8760,,9,2012/07/01,2010/05/01,2,5,4,100630,5780,29720,33435,61530,5780,47500,21010,8100,,22930,162160,40s,2003,1,6,Friday
987,80108214,no reply,F,27,affiliated card A,0,0,1,2003/02/20,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,,73080,17740,29885,,,,,,12220,,15880,17740,56070,,,,,,12220,25836.7,73080,12220,56070,15880,12220,7,2012/09/01,2010/03/01,3,5,4,119800,3700,44138,44138,15880,83560,119800,,17740,15920,15880,56070,20s,2003,2,5,Thursday
988,80108256,no reply,M,33,affiliated card B,1,0,0,2003/03/31,silver card,other,working,unmarried,0,0,0,0,0,2019/03/16,,,,24940,16380,,,,,8700,,,,24940,16380,,,,,12760,20660,,8700,24940,,12760,6,2012/10/01,2010/07/01,2,4,3,16380,3460,11236,16855,12760,12760,,,,19840,,34820,30s,2003,3,2,Monday
989,80108711,reply,M,43,original,1,1,0,2003/03/02,gold card,part time job,working,married,0,0,0,0,0,2019/03/16,,11070,,7110,23380,4170,,,,,,11870,,11880,23380,4170,,,,,10442.5,11070,,4170,11870,,6,2012/05/01,2010/03/01,2,5,4,23380,2340,10651,12782,4170,2340,27550,10270,,,23750,,40s,2003,3,1,Sunday
990,80108926,no reply,M,36,affiliated card A,1,1,1,2003/03/11,silver card,part time job,working,married,0,0,0,0,0,2019/03/16,,6380,,,,,,,,5000,,5950,,,,,,,,4110,,6380,5000,,5950,4110,7,2012/08/01,2010/03/01,2,2,2,9300,2030,5074,5920,5950,5890,4110,5950,12520,5020,,2030,30s,2003,3,3,Tuesday
991,80109105,no reply,F,45,affiliated card B,1,1,0,2003/02/13,silver card,,not working,married,0,0,0,0,0,2019/02/16,26010,32716,,16102,25860,30280,,,,,26010,26010,,24080,29190,30280,,,,,21552.5,32716.7,,24080,26010,,12,2012/11/01,2010/04/01,2,9,5,31970,2640,22547,27057,24080,82300,31640,51720,17000,87910,,,40s,2003,2,5,Thursday
992,80109148,no reply,F,28,affiliated card B,1,1,1,2003/02/14,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,17300,,,,13590,,,,,5750,17300,,,,13590,,,,,3530,15445,,5750,17300,,3530,4,2012/08/01,2010/04/01,2,3,3,17300,3530,10597,10597,17300,,,30890,,7970,,3530,20s,2003,2,6,Friday
993,80109384,reply,M,43,original,1,0,0,2003/01/10,loyal(platinum)card,general payer3,working,married,4,3,2,1,3,2019/01/16,,9042,22890,9240,34480,10090,,,,6880,,8570,22890,9240,34480,10090,,,,6880,19175,9042.5,6880,34480,8570,6880,9,2012/09/01,2010/07/01,3,6,6,34480,6280,13305,14968,15450,,57370,14690,6280,16720,24690,,40s,2003,1,6,Friday
994,80109461,reply,M,34,original,0,0,1,2003/04/11,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/04/16,21280,19676,,,,,,,,19750,21280,27310,,,,,,,,13940,21280,19676,19750,21280,27310,13940,9,2012/08/01,2011/02/01,3,3,3,30490,5640,19878,22363,41250,21960,53840,41250,21280,5640,17630,17310,30s,2003,4,6,Friday
995,80109558,no reply,F,39,affiliated card B,1,0,0,2003/01/13,loyal(platinum)card,,not working,married,0,0,0,0,0,2019/01/16,,24580,,,53020,3060,,,,,,24580,,,53020,3060,,,,,28040,24580,,3060,24580,,3,2011/07/01,2010/06/01,2,3,3,53020,3060,26886,26886,3060,,53020,,3060,,,24580,30s,2003,1,2,Monday
996,80109598,no reply,M,23,original,0,1,1,2003/02/28,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,,,,,,,,,,5700,,,,,,,,,,5700,,,5700,,,5700,1,2011/07/01,2011/07/01,1,1,1,5700,5700,5700,5700,5700,,,,5700,,,,20s,2003,2,6,Friday
997,80109787,no reply,F,61,original,1,0,0,2003/03/18,silver card,general payer3,working,married,0,0,0,0,0,2019/03/16,,,16330,35156,,37490,,,,42990,,,16330,61570,,37490,,,,42990,31858,,42990,61570,,42990,6,2012/01/01,2011/01/01,2,6,4,61570,11510,33713,33713,61570,42990,11510,,,69880,16330,61570,60s,2003,3,3,Tuesday
998,80109823,no reply,F,71,original,1,1,0,2003/03/03,silver card,doctor,working,married,0,0,0,0,0,2019/03/16,,268490,28900,82550,,,,58840,,,,268490,28900,64220,,,,58840,,,63210,268490,,64220,268490,,5,2012/11/01,2011/04/01,2,5,4,268490,28900,104266,104266,268490,,123060,28900,100880,268490,,,70s,2003,3,2,Monday
999,80109842,no reply,M,50,original,0,0,1,2003/01/26,silver card (classic),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,,24475,,57880,,,,,,5360,,30520,,106790,,,,,,5360,57880,24475,5360,106790,30520,5360,5,2012/08/01,2010/08/01,3,4,3,106790,5360,34014,34014,30520,,,137310,8970,,,23790,50s,2003,1,1,Sunday
1000,80109887,no reply,M,44,affiliated card C,0,0,0,2003/03/25,platinum loyal card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,,,,34630,,,,,,71090,,,,35090,,,,,,71090,34630,,71090,35090,,71090,4,2011/05/01,2010/05/01,2,3,2,71090,10430,43745,43745,35090,71090,,,,10430,58370,35090,40s,2003,3,3,Tuesday
1000,80109887,no reply,M,44,affiliated card C,0,0,0,2003/03/25,platinum loyal card,sole proprietorship,working,,0,0,0,0,0,2019/03/16,,,,34630,,,,,,71090,,,,35090,,,,,,71090,34630,,71090,35090,,71090,4,2011/05/01,2010/05/01,2,3,2,71090,10430,43745,43745,35090,71090,,,,10430,58370,35090,40s,2003,3,3,Tuesday
1001,80109888,no reply,F,200,affiliated card B,0,0,0,2003/04/09,silver card,doctor,working,,0,0,0,0,0,2019/04/16,78880,81076,,64840,41690,,19820,,83400,49662,78880,160400,,12510,43290,,19820,,72030,130450,66263,81076.7,32120,19820,160400,25900,17,2012/11/01,2010/06/01,3,10,7,160400,12510,57064,74623,180220,255230,117220,52600,98770,252250,130450,63580,40s,2003,4,4,Wednesday
1002,80109889,no reply,M,200,original,0,1,0,2003/02/15,silver card,general payer3,working,,0,0,0,0,0,2016/02/16,,74310,,,,,,,,,,74310,,,,,,,,,,74310,,,74310,,1,41000,41000,1,1,1,74310,74310,74310,74310,74310,,,,,,,74310,40s,2003,2,7,Saturday
1003,70100000,,M,41,,1,1,1,2002/01/15,silver card (classic),general payer3,working,,,,,,,2019/01/16,72500,27190,,,47060,,,,,19560,72500,3940,,,47060,,,,,19720,59780,27190,19560,47060,3940,19720,7,2012/11/01,2011/01/01,3,4,4,,,,,,,,,,,,,,,,,
1004,70100001,,F,25,,,,,2002/02/14,,,,,,,,,,2019/02/16,25830,,,35840,10815,,,,,39390,25830,,,35840,10040,,,,,9740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,70100002,,F,45,affiliated card A,0,0,0,2002/01/03,,,,,,,,,,2019/01/16,,,,,13890,,,,6080,,,,,,13890,,,,6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,70100003,,,,,0,0,1,2002/04/07,,,,,0,0,0,0,0,2019/04/16,,,,78235,,,,,,35140,,,,109790,,,,,,18300,,,,,,,,,,,,,,,,,,109790,,,51980,46680,,18300,40s,2003,4,2,Monday
1007,70100004,,,,,,,,2002/02/02,,,,,,,,,,2019/02/16,,,,,,,,,,14020,,,,,,,,,,14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,70100005,,F,31,original,1,0,0,2002/03/16,gold card,,not working,married,0,0,0,0,0,2019/03/16,14250,31010,,18840,7900,,,,,,9560,6070,,20260,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,70100006,,,,,1,0,1,2002/04/07,,,,,,,,,,2019/04/16,,64970,,73856,,47130,,,,28300,,108130,,50540,,47130,,,,28300,,,,,,,,,,,,,,,,,,170930,,119480,,108230,,28300,30s,2003,4,2,Monday
1010,70100007,,F,26,,0,0,1,2002/02/21,silver card,,not working,,,,,,,2019/02/16,,12140,,,,,,,,3920,,21850,,,,,,,,3920,,12140,3920,,21850,3920,3,2012/10/01,2010/11/01,2,2,2,,,,,,,,,,,,,,,,,
1011,70100008,,,,,1,0,0,2002/01/31,,,,,,,,,,,,,,,,,,,,,,15080,,7410,,4180,,,,,6473.33,15080,,7410,15080,,4,2012/11/01,2010/05/01,2,3,3,,,,,,,,,,,,,,,,,
1012,70100009,,F,41,original,1,1,0,2002/02/16,gold card,general payer3,working,,,,,,,2019/02/16,,33220,2470,,4490,,,18540,,,,33220,2470,,4490,,,11810,,,11010,33220,,11810,33220,,5,2011/12/01,2010/07/01,2,4,4,33220,2470,15452,15452,33220,,,6960,,70300,,,40s,2003,2,1,Sunday
1013,70100010,,M,23,,,,,2002/03/04,silver card,student,not working,,,,,,,2019/03/16,,4020,,4570,,,2580,,,,,4020,,4570,,,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,70100011,,M,31,affiliated card C,1,0,1,2002/02/06,,,,,,,,,,2019/02/16,,,,3290,18620,7370,,,,3250,,,,3290,18620,7370,,,,3250,14640,,3250,3290,,3250,4,2012/09/01,2010/11/01,2,4,4,,,,,,,,,,,,,,,,,
1015,70100012,,M,34,affiliated card B,1,1,1,2002/04/07,,,,,,,,,,,,,,,,,,,,12380,,3170,,5120,,,,,,12380,,,,,,,,,,,,,,,,,,,12380,5120,3170,27700,,,30s,2003,4,2,Monday
1016,70100013,,M,52,,,,,2002/01/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,70100014,,,,,1,1,0,2002/02/10,,,,,,,,,,2019/02/16,,6470,,2120,,,,,,,,3740,,2120,,,,,,,,,,,,,,,,,,,,,,,,3740,,,,9200,,2120,10s,2003,2,2,Monday
1018,70100015,,M,39,affiliated card B,1,0,0,2002/03/14,,,,,,,,,,,,,,,,,,,,,,59930,,68550,25330,,,,,,,,,,,,,,,,,,,,,,,35370,,,,,65250,68550,30s,2003,3,6,Friday
1019,70100016,,F,21,original,1,1,0,2002/03/03,silver card,student,not working,,0,0,0,0,0,2019/03/16,,12300,,,,3050,,,,,,12300,,,,3050,,,,,,,,,,,,,,,,,,,,,,3050,,12300,,,,,20s,2003,3,2,Monday
1020,70100017,,F,25,affiliated card C,0,0,0,2002/03/15,,,,,,,,,,,,,,,,,,,,,,2270,,4190,7490,,,,,,,,,,,,,,,,,,,,,,,4190,,13300,,,,,20s,2003,3,7,Saturday
1021,70100018,,F,30,affiliated card B,1,1,0,2002/01/30,silver card (classic),,not working,,0,0,0,0,0,2019/01/16,,,8410,28420,2010,,,,,,,,8410,28420,2010,,,,,,12946.7,,,28420,,,3,2012/10/01,2011/08/01,1,3,3,,,,,,,,,,,,,,,,,
1022,70100019,,M,54,,,,,2002/02/25,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,70100020,,,,,1,0,1,2002/01/04,,,,,0,0,0,0,0,2019/01/16,,,,,,4930,,,,26080,,,,,,6980,,,,26080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,70100021,,M,38,,1,0,1,2002/02/13,,,,,,,,,,,,,,,,,86520,,,10940,18620,7520,,3940,,19830,86520,,,13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,70100022,,F,37,affiliated card A,1,1,0,2002/01/24,silver card (classic),general payer3,working,,,,,,,2019/01/16,,22840,,20985,,21370,,32910,,,,8890,,10210,,21370,,32910,,,,,,,,,,,,,,,,,,,,31760,10210,93980,19930,,,8890,30s,2003,1,6,Friday
1026,70100023,,F,64,,,,,2002/01/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,70100024,,M,19,affiliated card A,1,0,0,2002/03/05,,,,,0,0,0,0,0,2019/03/16,,3840,,4950,4250,,,,,,,3840,,4950,4250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
